,text,task_1
3772,गांड In stick डाल Of उल्टा Did जाना चाहिए साले terrorists To ... unforgivable Crime Did है इन Bastards has #TempleTerrorAttackYesterday,HOF
3773,अब So Bhenchod बेइज्जती To भी शर्म Come doing हो Went |,HOF
3774,girls तो anyway बदनाम Is Sir . . . . . . . . . . . . Lime So These #Dream11Team वाले Too कम नहीं लगाते हैं,NOT
3775,Own Mother Sister चुदवानी है mullo From So You चुदवा Us कोई तकलीफ No Is पर manuvad मनुवाद चिल्लाऐगा तो तेरा ass tear के Inside trident डाल will give madrchaud गांड In दम Is तो गलत To गलत to say Did Courage keep,HOF
3776,"271 Ten million रुपए लेकर ran away Dubai की महारानी, PM Husband From की Divorce Did मांग https://abpnews.abplive.in/world-news/princess-haya-ditches-uae-pm-sheikh-mohammed-fled-with-children-from-dubai-1157776 …?",NOT
3777,"#CWC19 में #INDvsEND against In England ने India To 31 Run से by defeating semifinal In पहुंचने की उम्मीदों To बरकरार रखा, इस मुकाबले In India Did Side से Rohit Sharma Of शतक And Mohamed Shami Of 5 विकेट Too India को जीत नहीं given found",NOT
3778,"Azam Mine Speak, संसद पहुंचते only Put Any  gimmick में आ गए हैं https://m.aajtak.in/states-news/uttar-pradesh-news/story/azam-khan-parliament-triple-talaq-law-and-order-in-uttar-pradesh-1097461-2019-07-01 … via @aajtak Rohit Yes, Azam खान की Talk मत do it, They At once unique Person Are, Our राजनीतिक Life In With Aiyya किए हैं,रंडी नचवाया कर gimmick see हैं, only then So समाजवादी पार्टी नौटंकी Party become Went Is",HOF
3779,Pragya_Thakur ने #godse_zindabad कहा तो angry Are gone #कन्हैया_कुमार ने India Your pieces will be Said तो लोकसभा Candidate बना Gave.,NOT
3780,"Himachal प्रदेश In near 37 Year बाद Apple Did Crop In बीमारी लगी है And इसका व्यापक असर Are रहा Is, But राज्य Did BJP सरकार To his कोई चिंता नजर No comes",NOT
3781,जमानत बाबारामरहिम Did ही get done जल्दबाजी In abu सलेम Did Bail Don't करवा Give -- Information,NOT
3782,"भारताला नाही So the whole to the country of non-violence मार्ग to accept लावणाऱ्या great man Mahatma Gandhi's to the killer #देशभक्त therefore #प्रज्ञा_ठाकूर यांनी complete in the country of the public Insult done आहे, तसेच भाजपाचा her support आहे, This in the country In the public feet पाडण्याचे लक्षण आहे... #म #महात्मा #Marathi",HOF
3783,"LIVE: PM Modi ने Said That मन की Talk के For Who letters comes हैं, One प्रकार From वह भी My for Inspiration And energy Of कारण become जाती Is. Sometimes So मेरी विचार Process को धार to give का Work आपके Some शब्द Tax देते हैं. https://abpnews.abplive.in/india-news/live-updates-on-pm-narendra-modi-mann-ki-baat-1157136 …",NOT
3784,#SundayThoughts क्या You Know Are Shiva Yes के गले In Who लुंड वाला है after all वह Whose है For him to know Of For देखें God टीवी Night 8:30 बजे From come on read Holy Book Knowledge गंगा,NOT
3785,. vivecoberoi So much बकवास Human हो You! इस picture में One Daughter Too Is. तुमने His तक prank made डाला.. Aishwarya Of Decision एकदम सही Was @SrBachchan @juniorbachchan https://twitter.com/vivekoberoi/status/1130380916142907392 …,HOF
3786,shake up Don't सही सही लिखीये brokerage danger में Are Of. Arrested Are attested क्यों write are Are.,NOT
3787,दिल्ली In Temple Broke Went Any भी Leader आवाज नहीं picking Stayed Is अगर Mosque तोड़ी Went was So रंडी जैसा Dance करते brother-in-law ह****,HOF
3788,"Modi has Who #साजिश Rachi He At the intersection वाली नहीं, क्योंकि He #नीच And #Cheap Human है। But तेजबहादुर To चुनाव to fight From रोककर सबसे घटिया And गैरकानूनी Work चुनाव आयोग has Did Is.",NOT
3789,"ये Lowly पैदा only Happened था, come on पैदा होने Of बाद big नीच Made This खबीस के Hair बच्चे was Then तो This पता चलता No That children Of to die Of दर्द What होता Is. #Lowly",HOF
3790,"कविराज @DrKumarVishwas Yes, Yours Big respect करता am, Therefore from you कह Stayed am That These #kailashvijayvargiya बंगाल In Anarchy से लड़ नहीं are Rather Gundai But Intent है। love of a mother से Too दस हाथ Ahead हैं ये महाशय. Balance सत्ता to get Of for Leader What To the extent As far as गिर जाते Are इसका feeling तो आपको है only",NOT
3791,अबे Malech तेरे To all big pig की लौंडिया पेल Gave Is So तू Times बार Own बहन चुदवाने आ go Is whore Of.,HOF
3792,#MumbaiRains: भारी Rain के Go 'Dabangg 3' including कई movies और TV Serials की Shooting रद्द https://abpnews.abplive.in/bollywood/mumbai-rains-shooting-of-many-films-and-tv-serials-due-to-heavy-rains-salman-khan-1158679 … @ravijain0701,NOT
3793,"पंजाब के 1985 Of batch Of IPS Officer Mohamed Mustafa To Ignore करके Punjab Government has Their जूनियर To State Of डीजीपी बना Gave. @capt_amarinder साहब You King Are और King को धर्म के Base But भेदभाव नही करना चाहिये, यह कार्य 'नीच' Peoples To Grace gives है।क्या Army मे Too You ऐसा Did Was?",HOF
3794,"इमरान Mine ( Pakistan Of Prime Minister ) You खुला invitation l अल्लाह Of Name लेकिन Modi, yogi, और मोटा भाई शाह Of कदमबोशी Tax l brother-in-law spared Give I Because Government मेरी है l भेनचोद I Am प्रधानमंत्री l मोमता बानो Did तो !!!!!!!!!!",HOF
